suburb,breed,type,colour,registered,age,animal_nam
 BELL PARK ,Rhodesian Ridgeback,Dog,Tri Colour,T,2,Preston
 BELL PARK ,Rottweiler,Dog,Black/Tan,T,2,Leonidas
 HAMLYN HEIGHTS ,Bull Arab,Dog,White/Black,F,1,Meiya
 BELL PARK ,Jack Russell/Cross,Dog,Tan,T,12,Jake
 BELL PARK ,Whippet,Dog,Brindle/White,T,9,Bindi
 BELL PARK ,Siamese,Cat,Tan/Brown,T,4,Pepa
 NORTH GEELONG ,Ridgeback/Cross,Dog,White/Brown,F,3,Honey Lee
 NORTH GEELONG ,Ridgeback/Cross,Dog,Tan/White,T,9,Jess
 NORTH GEELONG ,Chihuahua/Cross,Dog,Tan/White,T,17,Robbie
 BELL PARK ,Bengal,Cat,Grey,F,3,INdy
 HAMLYN HEIGHTS ,Maltese Cross,Dog,Black,F,4,Rufus
 HAMLYN HEIGHTS ,Scottish Collie,Dog,Sable/White,T,7,Prince
 BELL PARK ,Kelpie,Dog,Black/Tan,F,4,Turbo
 HAMLYN HEIGHTS ,Domestic Long Haired,Cat,Grey/ White,T,2,Billy
 HAMLYN HEIGHTS ,Whippet,Dog,Tan/White,T,6,Buddy
 HAMLYN HEIGHTS ,Labrador,Dog,Chocolate,T,6,Hugo
 BELL PARK ,Cavalier KC Spaniel/Papillion,Dog,Black/White,T,4,Willow
 BELL PARK ,German Shepherd/Rottweller,Dog,Black/Tan,T,7,Snoopy
 NORTH GEELONG ,Domestic Long Haired,Cat,Tortishell/Tabby,T,4,Kath
 BELL PARK ,Staffordshire,Dog,Black/Brindle,T,4,Molly
 BELL PARK ,Poodle/Bichon Frise,Dog,White,F,9,MOLLY
 BELL PARK ,Staffordshire/Cross,Dog,Tan/White,T,6,Achilles
 NORTH GEELONG ,Maltese/Shih Tzu,Dog,Cream/Apricot,T,4,Dante
 ANAKIE ,Domestic Short Haired,Cat,White/Grey,T,1,Milo
 BELL PARK ,Domestic Short Haired,Cat,Tri Colour,T,1,Nelson
 ANAKIE ,Shar Pei/Cross,Dog,Apricot,T,1,Braxton
 ANAKIE ,Domestic,Cat,Tri Colour,T,1,Mittens
 BATESFORD ,Domestic Short Haired,Cat,Ginger/White,T,2,Rango
 BATESFORD ,German Shepherd,Dog,Black/Tan,T,1,Luna
 BELL POST HILL ,Border Collie/Kelpie,Dog,Black/White,T,3,Rocky
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Tortishell,F,2,Bean
 BELL PARK ,Domestic Short Haired,Cat,Tortishell,T,4,Puss
 ANAKIE ,Jack Russell,Dog,Tan/Black,T,9,Bindi
 BELL PARK ,French Bulldog,Dog,Black,F,4,Coco
 BELL PARK ,German Shepherd,Dog,Black/Tan,T,,Zens
 BELL PARK ,Papillion/Cross,Dog,Black/White,T,2,Sasha
 BELL PARK ,Jack Russell,Dog,White/Tan,T,4,Leo
 BELL PARK ,Domestic Short Haired,Cat,Black,T,17,Sooty
 HAMLYN HEIGHTS ,Border Collie,Dog,Black/White,T,11,Toby
 HAMLYN HEIGHTS ,Border Collie,Dog,Black/White,T,9,Casey
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Tabby,T,3,Fizzy
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Black/White,T,7,Mooks
 BELL PARK ,Pug/Cross,Dog,White/Cream,F,2,Boston
 NORTH GEELONG ,Jack Russell/Pomeranian,Dog,Brown,F,9,Cookie
 BELL PARK ,Jack Russell,Dog,White/Brown,T,1,MISSY
 BELL PARK ,Maltese/Shih Tzu,Dog,Black/Tan,T,8,Jet
 HAMLYN HEIGHTS ,Silky Terrier,Dog,Grey/Tan,F,10,Martha
 NORTH GEELONG ,Persian Cross,Cat,Tortishell,T,4,Ruby
 NORTH GEELONG ,German Shepherd,Dog,Tri Colour,T,1,Zena
 NORTH GEELONG ,Ridgeback/Boxer,Dog,Brindle,T,8,DAVO
 BELL PARK ,Poodle,Dog,Apricot,T,10,Tim
 BELL PARK ,Jack Russell,Dog,Tri Colour,T,2,Lissi
 HAMLYN HEIGHTS ,Domestic,Cat,Grey/ White,F,2,Coco
 BELL PARK ,Pomeranian,Dog,White/Tan,F,9,Mocha
 BELL PARK ,Staffordshire/Cross,Dog,Brindle,F,3,Axle
 RIPPLESIDE ,Burmese Cross,Cat,Grey,T,6,PADMA
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Tabby/White,T,5,Millie
 MOORABOOL ,Border Collie/Kelpie,Dog,Black/White,T,10,Jack
 BELL PARK ,Border Collie/Cross,Dog,Black/Caramel,T,3,Yoshi
 BELL PARK ,Border Collie,Dog,Black/White,F,8,Bonnie
 HAMLYN HEIGHTS ,Alaskan/Malamute,Dog,Tri Colour,T,6,Shaboo
 BELL PARK ,Schnauzer,Dog,Black/White,T,5,Zuess
 BELL POST HILL ,Staffordshire/Cross,Dog,Black/White,T,2,Daisy
 LARA ,Domestic,Cat,Grey/Tabby,F,6,Spider
 NORTH GEELONG ,Jack Russell,Dog,Black/White,T,5,Angel
 NORTH GEELONG ,Domestic Short Haired,Cat,Tabby/White,T,17,Emma
 NORTH GEELONG ,Border Collie,Dog,Black,T,10,Fang
 BELL POST HILL ,Domestic Short Haired,Cat,Black/White,T,2,Annie
 HAMLYN HEIGHTS ,Jack Russell,Dog,Tan/White,F,1,Roxy
 HAMLYN HEIGHTS ,Border Collie/Kelpie,Dog,Black/White,T,8,Miki
 BELL PARK ,Jack Russell,Dog,White/Tan,T,7,Noodles
 HAMLYN HEIGHTS ,Chihuahua,Dog,Tan,F,1,Korjo
 BELL PARK ,German Shepherd,Dog,Tan/Black,T,3,Deisel
 BELL PARK ,Australian Cattle Dog,Dog,Red/Cream,T,7,Cindy
 NORTH GEELONG ,Maltese/Shih Tzu,Dog,White/Black,T,14,Angel
 BELL PARK ,Jack Russell/Cross,Dog,Brown/White,T,0,Pushkin
 BELL PARK ,Domestic Long Haired,Cat,Tan/White,T,2,Jonesy
 HAMLYN HEIGHTS ,Golden Retriever,Dog,Golden,T,4,Marlie
 HAMLYN HEIGHTS ,Maltese/Australian Silky,Dog,Grey/Brown,T,7,Bear
 BELL PARK ,Jack Russell/Cross,Dog,White/Brown,T,9,Jaspa
 BELL POST HILL ,Labrador,Dog,Golden,T,,Koby
 BELL PARK ,Fox Terrier/Cross,Dog,Black/White,T,12,Max
 BELL PARK ,Domestic Long Haired,Cat,White,T,2,Yuna
 BELL PARK ,Labrador/Staffordshire,Dog,Black/White,T,0,Hugo
 NORTH GEELONG ,Miniature/Fox Terrier,Dog,Tri Colour,F,7,Ninja
 BELL PARK ,Fox Terrier/Jack Russell,Dog,Tri Colour,T,8,Elli
 LOVELY BANKS ,Golden Retriever,Dog,Golden,T,6,RIO
 HAMLYN HEIGHTS ,English Staffordshire,Dog,Brindle,T,7,Grungle
 STAUGHTON VALE ,Golden Retriever,Dog,Golden,T,9,Roxy
 HAMLYN HEIGHTS ,Jack Russell/Cross,Dog,Tri Colour,T,10,Sam
 STAUGHTON VALE ,Golden Retriever,Dog,Golden,T,2,Max
 LARA ,Kelpie,Dog,Tan/Brown,T,7,Sally
 RIPPLESIDE ,Maltese Cross,Dog,White/Tan,T,6,Teddy
 BELL PARK ,Toy/Poodle,Dog,Apricot,F,1,Elsa
 HAMLYN HEIGHTS ,Toy/Poodle,Dog,Black,T,3,Sally
 BELL PARK ,Beagle/Cross,Dog,Black/Tan,F,1,Dax
 BELL PARK ,Beagle/Cross,Dog,Tri Colour,T,5,Alfie
 BELL PARK ,Domestic Long Haired,Cat,Ginger,T,6,Kitty
 HAMLYN HEIGHTS ,Cavalier KC Spaniel,Dog,Blenheim,T,8,Matilda
 HAMLYN HEIGHTS ,Groodle,Dog,Cream/Gold,T,1,Nelson
 HAMLYN HEIGHTS ,Staffordshire/Kelpie,Dog,Brindle/White,F,2,Billie
 BELL PARK ,Maltese Cross,Dog,White,T,3,Charlie
 BELL PARK ,Shar Pei,Dog,Brown,T,15,Daisy
 LARA ,Staffordshire/Bull Terrier,Dog,Black/Brindle,T,3,Bear
 BELL PARK ,Whippet,Dog,Blue,T,6,Rocket
 LARA ,K.C.Spaniel,Dog,Blenheim,T,9,Misty
 CORIO ,Golden Retriever,Dog,Golden,F,2,Ella
 CORIO ,British/Short Haired,Cat,Black,T,2,Mervyn
 CORIO ,Toy/Poodle,Dog,Red/Orange,T,3,Luna
 LARA ,Staffordshire,Dog,Black/Brindle,F,5,Brock
 LARA ,Bulldog,Dog,White/Tan,F,7,Boof
 LARA ,Maltese/Toy,Dog,Black,T,10,CHARLIE
 NORTH GEELONG ,German Shepherd/Cross,Dog,Black/Tan,T,1,Spud
 HAMLYN HEIGHTS ,Maltese/Shih Tzu,Dog,White,F,3,Jax
 BELL PARK ,Domestic Short Haired,Cat,Black,T,0,Gabriel
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Fawn/Black,T,5,Kyah
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Ginger,F,2,Simba
 BELL PARK ,Shetland Collie/Sheepdog,Dog,Sable,T,7,Locky
 BELL PARK ,Greyhound,Dog,White,,10,Poppy
 BELL PARK ,German Shepherd,Dog,Black/Tan,F,8,Rocky
 BELL PARK ,Domestic,Cat,Grey,T,0,Rachael
 BELL PARK ,Domestic Short Haired,Cat,Tabby/White,T,9,Sam
 NORTH GEELONG ,Domestic Short Haired,Cat,Ginger,T,5,Spaz
 NORTH GEELONG ,Jack Russell,Dog,Tan/White,T,9,Missy
 BELL PARK ,Jack Russell,Dog,White/Tan,T,3,Peanut
 NORTH GEELONG ,Maltese/Shih Tzu,Dog,Black/White,T,3,Abbie
 BELL PARK ,Domestic Short Haired,Cat,Tabby,T,2,Billy
 LARA ,Maltese/Shih Tzu,Dog,White,T,2,Milly
 BELL PARK ,Bull Terrier,Dog,Brindle/White,T,1,Faccia
 LARA ,Domestic Short Haired,Cat,Black,T,10,Pixie
 LARA ,Chihuahua,Dog,Black/White,T,5,Millie
 LARA ,Maltese/Shih Tzu,Dog,Black/White,T,1,Charlotte
 LARA ,Pug/Cross,Dog,Fawn,T,5,Barklee
 LARA ,Domestic Short Haired,Cat,White/Cream,T,5,Lilly
 LARA ,Domestic Short Haired,Cat,Tortishell,T,5,Esme
 CORIO ,Border Collie/Labrador,Dog,Black,T,3,Zoe
 RIPPLESIDE ,Domestic Short Haired,Cat,Grey/ White,T,6,Candy Boots
 RIPPLESIDE ,Jack Russell,Dog,Tan/White,T,12,Polly Waffle
 LARA ,Border Collie,Dog,White/Black,T,1,Rubi
 LARA ,Griffon Bruxellois,Dog,Red,T,4,Olley
 LARA ,Domestic,Cat,Tabby,T,2,Rocky
 LARA ,Border Collie,Dog,Black/White,T,2,Riley
 LARA ,Domestic Short Haired,Cat,Tabby,T,7,Jackson
 HAMLYN HEIGHTS ,Jack Russell,Dog,White/Tan,F,7,D'Arcey
 CORIO ,Kelpie/Cross,Dog,Black,T,12,Red
 LARA ,German Shepherd,Dog,Black/Brown,T,2,Bear
 LARA ,Domestic,Cat,Black,F,17,Peepers
 LARA ,Jack Russell/Fox Terrier,Dog,Tri Colour,T,7,Izzy
 CORIO ,Pointer/Cross,Dog,Liver/White,F,8,Milo
 CORIO ,German Shepherd,Dog,Black/Tan,T,1,Bruno
 HAMLYN HEIGHTS ,British Bulldog,Dog,White/Brindle,F,2,Barry
 LARA ,Domestic Short Haired,Cat,Ginger,T,1,Rusty Blue
 LARA ,Labrador Cross,Dog,Black,T,2,Gavin
 LARA ,Domestic Short Haired,Cat,Blue,F,3,Bluey
 HAMLYN HEIGHTS ,Cattle Dog,Dog,Blue,T,6,Martha
 CORIO ,Staffordshire/Cross,Dog,Brown,T,4,Booga
 CORIO ,Domestic,Cat,White,F,15,Arthur
 CORIO ,Domestic Short Haired,Cat,Tabby/White,T,11,Tammy
 CORIO ,Husky,Dog,Grey,T,1,Shady
 LARA ,Fox Terrier/Wirehaired Terrier,Dog,Tri Colour,T,8,Doris
 HAMLYN HEIGHTS ,Maltese/Shih Tzu,Dog,Golden,F,9,Scamp
 HAMLYN HEIGHTS ,French Bulldog,Dog,White/Brindle,F,2,Wilson
 BELL PARK ,Domestic Short Haired,Cat,Tortishell,T,4,Steffi
 HAMLYN HEIGHTS ,Havana,Dog,Fawn/White,T,3,Koko
 BELL PARK ,Domestic Short Haired,Cat,Black/White,T,9,Sadie
 BELL PARK ,Domestic Short Haired,Cat,Black,T,3,Ebony
 BELL PARK ,Domestic Short Haired,Cat,Black,T,16,Mystic Rose
 LARA ,Domestic,Cat,Black,T,13,Midnight
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Black/White,F,,Teddy
 LARA ,Pug/Cross,Dog,Fawn,T,3,Yoshi
 LARA ,Heeler,Dog,Blue/Black,T,10,Ella
 LARA ,German Shepherd,Dog,White,T,6,Mitzi
 HAMLYN HEIGHTS ,German S/H Pointer,Dog,Liver,T,2,Chloe
 NORTH GEELONG ,German S/H Pointer,Dog,Tan/White,F,2,Buster
 LARA ,Kelpie/Cross,Dog,Brown/White,F,8,Baci
 CORIO ,Jack Russell,Dog,Black/White,T,8,Inu
 NORTH GEELONG ,Domestic Short Haired,Cat,Black,T,4,D.D
 RIPPLESIDE ,Domestic,Cat,Tortishell,T,15,Shai
 RIPPLESIDE ,Staffordshire/Cross,Dog,Brindle,T,6,Giorgio
 LARA ,Border Collie,Dog,Black/White,T,8,Roxy
 RIPPLESIDE ,Staffordshire/Cross,Dog,Black,T,7,Flip
 BELL PARK ,Jack Russell/Pomeranian,Dog,White/Brindle,T,7,Buster
 BELL PARK ,Brittany Spaniel,Dog,White/Red,T,8,Rusty
 LARA ,Golden Retriever,Dog,Golden,T,12,Sandy
 LARA ,Fox Terrier,Dog,Tan/White,T,10,Jack
 CORIO ,Domestic Long Haired,Cat,Ginger/White,T,9,Mocca
 LARA ,Staffordshire,Dog,Black/Brindle,T,12,Brighton
 HAMLYN HEIGHTS ,Staffordshire,Dog,Black,F,5,B.J.
 LARA ,Devon Rex,Cat,Lilac,T,7,Veera Wang
 LARA ,Maltese Cross,Dog,Tri Colour,F,7,Meg
 LARA ,Domestic Long Haired,Cat,Black,F,2,Boots
 HAMLYN HEIGHTS ,Spoodle,Dog,Chocolate/Brown,T,4,Walter
 LARA ,Staffordshire,Dog,Brown/Brindle,F,0,Dread
 LARA ,Poodle/Cross,Dog,Black,T,5,Pebbles
 LARA ,German Wire Haired Pointed,Dog,Merle,T,5,Billy
 HAMLYN HEIGHTS ,Ridgeback/Cross,Dog,Tan,T,11,Delta
 BELL PARK ,Great Dane,Dog,Black,F,4,Josie
 NORTH GEELONG ,Great Dane,Dog,Brindle,F,3,Sash
 HAMLYN HEIGHTS ,Labrador/Kelpie,Dog,Tan/White,F,5,Zoe
 BELL PARK ,Staffordshire,Dog,Black/White,F,10,Mishka
 NORTH GEELONG ,Staffordshire/Bull Terrier,Dog,Brindle,T,2,Nicko
 BELL PARK ,Staffordshire,Dog,Blue/Brindle,T,0,Ace
 LARA ,Labrador,Dog,Black,T,2,Baxter
 LARA ,Labrador,Dog,Black,T,6,George
 LARA ,Staffordshire/Bull Terrier,Dog,Tan,T,6,Rocky
 LARA ,American Bull Dog,Dog,White/Brindle,T,2,Sash
 LARA ,Staffordshire/Bull Terrier,Dog,Brindle,F,2,Arnold
 CORIO ,Labrador,Dog,Black,T,0,Ollie
 CORIO ,Labrador/Staffordshire,Dog,Black,T,11,Toula
 CORIO ,Kelpie,Dog,Brown/Red,T,6,Sam
 NORTH GEELONG ,Terrier,Dog,Black,T,5,Elsea
 HAMLYN HEIGHTS ,Cavalier KC Spaniel,Dog,Brown,T,1,Harry
 LARA ,English Staffordshire,Dog,Brindle,T,2,Simba
 NORTH GEELONG ,Miniature/Fox Terrier,Dog,White/Brown,T,6,Maggie
 NORTH GEELONG ,Staffordshire,Dog,Brindle,F,2,Quatro
 LARA ,Golden Retriever,Dog,Golden,T,4,Pepper
 LARA ,Cockerspaniel,Dog,Gold/White,T,5,Zoe
 CORIO ,Staffordshire,Dog,Red,T,3,Jax
 CORIO ,Staffordshire,Dog,Brindle/White,T,4,Raffie
 LARA ,Staffordshire/Cross,Dog,Tan,T,2,Nash
 LARA ,Border Collie/Cross,Dog,Black,T,8,Tonta Darling
 LARA ,Chihuahua,Dog,Red,T,11,Cisco
 LARA ,Domestic Short Haired,Cat,Grey,T,,Misty
 LARA ,Chihuahua,Dog,White,T,5,Missy
 HAMLYN HEIGHTS ,Maltese,Dog,White,T,12,Muffin
 CORIO ,Domestic Short Haired,Cat,White/Apricot,T,7,Hermoine
 NORTH GEELONG ,Kelpie/Cross,Dog,Brown,T,7,Detroit
 LARA ,Shih Tzu,Dog,Chocolate/White,T,9,Pippa
 NORTH GEELONG ,Domestic Short Haired,Cat,Black,F,5,Pepper
 LARA ,Domestic,Cat,Black/White,T,9,Maggie
 BELL PARK ,Domestic Short Haired,Cat,Grey/Tortishell,T,2,Layla
 LARA ,Domestic Short Haired,Cat,White,T,4,Mischief
 LARA ,Pekinese,Dog,Red/Black,T,11,Lottie
 LARA ,Pomeranian/Chihuahua,Dog,White,F,,Chava
 LARA ,Domestic Short Haired,Cat,Grey/ White,T,6,Smokey
 LARA ,German Shepherd,Dog,Black/Tan,T,4,Narla
 LARA ,Alaskan/Malamute,Dog,Red/White,T,7,Sasha
 LARA ,Kelpie/Collie,Dog,White/Tan,T,7,Spec
 HAMLYN HEIGHTS ,Jack Russell/Cross,Dog,Tri Colour,F,8,Vegas
 LARA ,Staffordshire,Dog,White/Brindle,T,10,Sabre
 LARA ,Domestic Long Haired,Cat,Black/Tabby,F,3,Sheldon
 LARA ,Domestic Long Haired,Cat,Grey,F,3,Amy
 LARA ,Staffordshire,Dog,Tan,T,5,Bruno
 LARA ,Domestic Long Haired,Cat,Black/White,F,5,KiKi
 HAMLYN HEIGHTS ,Retriever,Dog,Chocolate/Brown,T,1,Nash
 LARA ,Cavalier KC Spaniel,Dog,Blenheim,T,2,Rosie
 LARA ,Labrador,Dog,Chocolate,T,1,Hugo
 LARA ,Whippet,Dog,Tan/Brindle,F,8,Harry
 CORIO ,Staffordshire,Dog,Brindle/Black,T,2,Rocca
 LARA ,Dachshund,Dog,Red,T,10,Ashley
 CORIO ,Staffordshire,Dog,Blue,T,1,Tank
 CORIO ,Staffordshire,Dog,Blue,T,3,Chaos
 LARA ,Fox Terrier,Dog,White/Brown,T,4,Maddy
 LARA ,Briard,Dog,Black/White,T,3,Tyne
 LARA ,Ragdoll,Cat,Ginger,T,2,Sparkles
 CORIO ,Shih Tzu/Poodle,Dog,White,T,3,Mitzi
 LARA ,Maltese/Shih Tzu,Dog,Tri Colour,T,9,Roxy
 CORIO ,Shih Tzu,Dog,White,F,9,Princess
 CORIO ,Maltese/Shih Tzu,Dog,White,T,3,Marcus
 LARA ,Weimaraner,Dog,Silver/Grey,F,8,Louis
 LARA ,Fox Terrier/Corgi,Dog,Black/White,T,10,Snoopy
 CORIO ,Domestic Short Haired,Cat,White/Grey,F,2,Benson
 LARA ,Domestic Short Haired,Cat,,T,4,Lucky
 LARA ,German Shepherd,Dog,Black/Tan,F,7,Axle
 LARA ,Border Collie/Cross,Dog,Tan/White,T,9,Buster
 LARA ,Domestic Short Haired,Cat,Grey/ White,F,8,Evil
 LARA ,Domestic Short Haired,Cat,Grey/ White,F,8,Fluffy
 CORIO ,Silky Terrier,Dog,Gold/Tan,T,14,Molly
 LARA ,Pekinese,Dog,Sable,T,5,Beau
 LARA ,Domestic,Cat,Grey/ White,T,3,Thomas
 LARA ,Maltese/Shih Tzu,Dog,White,T,8,Abbey
 LARA ,Border Collie,Dog,Chocolate/White,T,0,Ruby
 LARA ,Domestic Short Haired,Cat,Tabby/White,T,6,Slim / Puss
 LARA ,Chihuahua/Pug,Dog,Tan/Black,T,4,Minnie
 LARA ,German S/H Pointer,Dog,Liver/White,T,8,Lara
 LARA ,Silky Terrier,Dog,Black/Brown,T,17,Lucky
 LARA ,Domestic,Cat,Tortishell,T,6,Rosie
 LARA ,Jack Russell/Terrier,Dog,White,T,10,Sandy
 BELL PARK ,Poodle,Dog,Cream/Apricot,T,6,Paris
 CORIO ,Border Collie,Dog,Black/White,T,8,Hamish
 LARA ,Swedish Vallhund,Dog,Grey,T,11,Hugo
 LARA ,Papillion/Cross,Dog,Black/White,F,8,Eddie
 LARA ,Domestic Short Haired,Cat,Tabby,T,4,Princess Tipsy
 LARA ,Border Collie,Dog,Black/White,F,9,Bailey
 LARA ,Greyhound,Dog,Black,T,5,Passion
 LARA ,Domestic Short Haired,Cat,Tabby/White,T,1,Prim
 LARA ,Domestic Cross,Cat,Tri Colour,T,1,Milo Jade
 LARA ,Domestic Short Haired,Cat,Tabby/Grey,F,5,Abbey
 LARA ,Maltese/Shih Tzu,Dog,Tri Colour,T,4,Patch
 LARA ,Boxer,Dog,Tan,T,10,Leila
 LARA ,Maltese,Dog,,F,,Sepik Ralf
 LARA ,Bengal,Cat,Brown,T,10,Cheetah
 LARA ,Whippet,Dog,Black/White,T,5,Nacho
 CORIO ,Red Heeler/Cattle Dog,Dog,Red,F,2,Bella
 CORIO ,Golden Retriever,Dog,Golden,F,8,Irish
 LARA ,Miniature/Fox Terrier,Dog,Tan/White,T,3,Regan
 LARA ,Kelpie,Dog,Brown/Tan,F,1,Boss
 CORIO ,Staffordshire,Dog,Black/Brindle,F,2,Zara
 CORIO ,Staffordshire,Dog,White/Tan,F,2,Domino
 LARA ,Welsh Corgi,Dog,Red/White,T,0,Banjo
 LARA ,Cockerspaniel,Dog,Black/White,T,9,Molly
 LARA ,Labrador/Golden Retriever,Dog,Golden,T,5,Jackson
 LARA ,Wolfhound/Cross,Dog,Brown/Brindle,T,5,Gara
 LARA ,Staffordshire,Dog,Black/Brown,T,3,Rampage
 LARA ,Springer Spaniel/Cross,Dog,White/Black,T,7,Marley
 LARA ,Staffordshire,Dog,Black,T,3,Roxann
 LARA ,Labrador,Dog,Golden,T,9,Nippa
 LARA ,Labrador,Dog,Black,T,9,Apollo
 CORIO ,English Staffordshire Bull Terrier,Dog,Brindle,T,4,Zarli
 LARA ,Labrador,Dog,Chocolate,T,1,kOBI
 LARA ,Rhodesian Ridgeback,Dog,Red/Wheaten,F,3,Attica
 LARA ,Rhodesian Ridgeback/Cross,Dog,Black/White,T,2,Jessy
 LARA ,Staffordshire,Dog,Brindle,T,6,Reaper
 CORIO ,Labrador,Dog,Golden,T,5,Roxy
 LARA ,Bulldog/Terrier,Dog,White/Black,T,2,Lily
 CORIO ,Boxer/Cross,Dog,Brindle,F,13,Butch
 CORIO ,Ragdoll,Cat,White,F,6,Pip
 LARA ,Blue Heeler,Dog,Blue/Grey,F,10,Shifti
 LARA ,Staffordshire,Dog,Black/Brindle,F,3,Drake
 LARA ,Poodle/Bichon Frise,Dog,Cream,F,3,Charlie
 LARA ,Kelpie,Dog,Tan,T,9,RUSTY
 LARA ,Bull Arab,Dog,White/Black,T,4,Hugo
 CORIO ,Scottish Terrier,Dog,Black/White,F,2,Bonnie
 LARA ,Staghound/Cross,Dog,Cream/White,T,1,Jed
 LARA ,Staghound/Cross,Dog,Brindle/White,T,3,Abby
 LARA ,Chow Chow,Dog,Black,T,3,Kuma
 LARA ,Poodle/Cross,Dog,Golden,F,7,Buddy
 CORIO ,Chihuahua,Dog,Tan/White,T,8,Milo
 CORIO ,Domestic,Cat,Grey/ White,T,7,MIA
 LARA ,Jack Russell,Dog,White/Tan,T,10,Aussie
 LARA ,Border Collie,Dog,Black/White,T,2,Indy
 LARA ,German Shepherd,Dog,White,T,3,Ajax
 CORIO ,Maltese/Shih Tzu,Dog,White/Apricot,T,1,Hudson
 LARA ,Domestic,Cat,Black/White,F,4,Puddy Puddy
 LARA ,Maltese/Shih Tzu,Dog,White,T,9,Emmy
 LARA ,Border Collie,Dog,Black/White,T,2,Charlie
 LARA ,Jack Russell,Dog,Brown/White,F,,Jedda
 LARA ,Maltese/Shih Tzu,Dog,Tri Colour,T,7,Minnie
 CORIO ,Chinese Crested,Dog,Grey,T,4,Kendall
 LARA ,Domestic,Cat,Black/Tortishell,T,5,Ampersand
 CORIO ,Pomeranian,Dog,Red/White,T,6,Red
 LARA ,Domestic,Cat,Cream,T,1,Blossom
 LARA ,Border Collie,Dog,Black/White,T,4,Billy
 LARA ,Labrador/Poodle,Dog,Black,F,2,Millie
 LARA ,Jack Russell/Kelpie,Dog,Tri Colour,F,8,Jandels
 LARA ,Domestic Short Haired,Cat,White,F,1,Harrison Ford
 CORIO ,Maltese/Shih Tzu,Dog,White,T,15,Bindi
 LARA ,Kelpie/Cross,Dog,Black/Tan,T,14,Tammy
 LARA ,Staffordshire/Cross,Dog,Brindle,T,3,Bell
 LARA ,German Shepherd,Dog,Black/Tan,T,0,Roxi
 LARA ,Maltese,Dog,White,F,8,Billy
 LARA ,Domestic,Cat,Tabby/Grey,T,7,Java
 LARA ,Chihuahua,Dog,Black/White,F,8,Famo
 LARA ,Border Collie,Dog,Black/White,T,2,Joker
 CORIO ,Domestic Short Haired,Cat,Grey/Tabby,F,8,
 LARA ,Australian Bulldog,Dog,White/Tan,T,6,Jimmy
 LARA ,Domestic Short Haired,Cat,Tabby,T,4,Waffles
 LARA ,Maltese/Shih Tzu,Dog,Brown/White,T,3,Ruby
 LARA ,Heeler,Dog,Red,F,11,Dusty
 LARA ,Domestic Short Haired,Cat,Grey/Black,F,10,Molly
 LARA ,Border Collie,Dog,Chocolate/White,T,4,Gypsy
 LARA ,Domestic,Cat,Black/Grey,F,0,PLUTO
 LARA ,Domestic Short Haired,Cat,Ginger/White,T,9,Willy
 AVALON ,German Shepherd,Dog,Black/Tan,T,17,Meika
 LARA ,Boxer,Dog,Tan,F,,Costa
 LARA ,Domestic Short Haired,Cat,Ginger,T,3,Horus
 LITTLE RIVER ,Maltese/Shih Tzu,Dog,White,F,7,Jesie
 LITTLE RIVER ,Mastiff/Cross,Dog,Tan,T,2,Mudda
 LARA ,Domestic Short Haired,Cat,Black/White,T,14,Minke
 LARA ,Domestic Short Haired,Cat,Black,T,6,Siy
 AVALON ,Domestic Short Haired,Cat,Black,T,3,Kiri
 AVALON ,Maltese/Shih Tzu,Dog,White,T,9,Phoebe
 AVALON ,Maltese/Shih Tzu,Dog,Black/White,F,7,Zak
 LARA ,Poodle,Dog,Black,F,8,Sweep
 LARA ,German Shepherd,Dog,Black/Tan,T,7,Deisel
 LARA ,Border Collie/Cross,Dog,Tri Colour,T,6,Faeze
 NORTH GEELONG ,Bull Mastiff/Cross,Dog,Brindle,T,3,George
 CORIO ,Maltese/Shih Tzu,Dog,Black,T,2,Harry
 LITTLE RIVER ,Doberman,Dog,Black/Tan,T,3,Ellie
 LITTLE RIVER ,Doberman,Dog,Black/Tan,T,5,Tasia
 CORIO ,Labrador Cross,Dog,Black/White,T,2,Pandora
 LARA ,Domestic Long Haired,Cat,Ginger/White,T,14,Benjamin
 LARA ,Oriental,Cat,Ginger,T,4,Copper
 LARA ,Domestic Long Haired,Cat,Tabby,T,9,Reggie
 LARA ,Blue Heeler,Dog,Tri Colour,T,2,Cloud
 LARA ,Birman,Cat,Seal Point,T,14,Sari
 LARA ,Staffordshire,Dog,Red/Sable,F,0,Bonnie
 LARA ,Staffordshire,Dog,Black/White,F,4,Razz
 LARA ,Domestic Long Haired,Cat,Ginger/White,T,7,Foxy
 LARA ,Birman,Cat,Seal Point,T,6,Schatzi
 CORIO ,Staffordshire,Dog,Cream,F,11,Angel
 LARA ,Golden Retriever/Retriever,Dog,Golden,T,6,Mooney
 LARA ,Miniature/Pomeranian,Dog,Chesnut,T,3,Female Spayed
 LARA ,Labrador,Dog,Golden,T,3,Misty
 LARA ,Bengal,Cat,Tabby,T,8,Simba
